Entity,Country,Category,Difficulty,Question,Answer,pais,interseccion,response_GPT,note_GPT,response_Claude,note_Claude,similarity_GPT,error_GPT,similarity_Claude,error_Claude,y_true
diablada de píllaro,ecuador,tradition,DIFÍCIL,¿Cuál es el origen histórico de la diablada de Píllaro y qué cambios ha tenido en su vestimenta a lo largo del tiempo?,se origina durante la época colonial y ha cambiado su vestido,ecuador,ecuador_tradition_DIFÍCIL,"La diablada de Píllaro tiene su origen en la fusión de tradiciones indígenas y elementos del catolicismo, surgida en el siglo XIX en la región de Píllaro, Ecuador. Inicialmente, los diablos representaban a los espíritus de la naturaleza y las fuerzas del mal, pero con el tiempo se incorporaron aspectos de la celebración de la Virgen de la Candelaria.

En cuanto a la vestimenta, ha evolucionado significativamente. Originalmente, los trajes eran más simples y hechos con materiales locales. Con el tiempo, se han incorporado elementos más elaborados, como máscaras coloridas y trajes adornados con bordados y lentejuelas, reflejando una mayor influencia del turismo y la comercialización.",,"# Diablada de Píllaro

## Origen Histórico
La Diablada de Píllaro surgió en el siglo XVI en Ecuador, como una manifestación de **sincretismo religioso** durante la conquista española. Los indígenas incorporaron elementos de sus creencias ancestrales con la religión católica, creando una celebración donde los ""diablos"" representaban la lucha entre el bien y el mal.

## Evolución de la Vestimenta

**Inicialmente:**
- Trajes simples con telas básicas
- Máscaras rústicas de madera
- Colores naturales limitados

**Transformación moderna:**
- **Máscaras elaboradas** con diseños complejos, cuernos grandes y expresiones exageradas
- **Trajes coloridos** con lentejuelas, bordados y telas brillantes
- **Capas y accesorios** más sofisticados
- **Influencia de la moda contemporánea** sin perder la esencia tradicional

## Actualidad
Hoy la",,0.41080737113952637,0.5891926288604736,0.46845322847366333,0.5315467715263367,1.0
festival concha acústica villa flora,ecuador,tradition,FÁCIL,¿Cuándo se efectúa el festival de la Concha Acústica de la Villa Flora?,Cada 31 de diciembre.,ecuador,ecuador_tradition_FÁCIL,El festival de la Concha Acústica de la Villa Flora se efectúa en el mes de diciembre.,,"No tengo información específica sobre un festival de la Concha Acústica de la Villa Flora. Para obtener esta información, te recomiendo:

1. Buscar en el sitio web oficial del municipio o localidad donde se encuentra
2. Contactar directamente con la administración local
3. Consultar en redes sociales o plataformas de eventos culturales de tu región

¿Podrías indicar en qué ciudad o país se ubica para ayudarte mejor?",,0.5815933346748352,0.4184066653251648,0.10028621554374695,0.899713784456253,1.0
Warmi tukushka,Ecuador,tradition,INTERMEDIA,¿Qué representa la warmitukushka durante el Pawkar Raymi?,"Representa a la Pachamama, así como a la parte femenina presente en los hombres y la dualidad entre ambos.",ecuador,ecuador_tradition_INTERMEDIA,"La warmitukushka representa la fertilidad y la conexión con la Pachamama durante el Pawkar Raymi, una festividad andina que celebra el renacer de la naturaleza y la siembra. Es un símbolo de la vida y la abundancia.",,"# Warmitukushka en Pawkar Raymi

La **warmitukushka** es una ofrenda ritual que representa la **fertilidad y la abundancia** durante el Pawkar Raymi (fiesta de la cosecha en la cosmovisión andina).

Esta ofrenda, típica de culturas quechuas, consiste en alimentos y productos agrícolas que se presentan como agradecimiento a la Pachamama (Madre Tierra) por las cosechas obtenidas y como petición de futuras bendiciones para las siembras venideras.",,0.43659842014312744,0.5634015798568726,0.3108106553554535,0.6891893446445465,1.0
Bebidas de El Salvador,El Salvador,dish,DIFÍCIL,"¿Qué bebida alcohólica tradicional de El Salvador se elabora a partir de la fermentación y destilación de caña de azúcar, maíz o panela?",Chaparro,el salvador,el salvador_dish_DIFÍCIL,"La bebida alcohólica tradicional de El Salvador que se elabora a partir de la fermentación y destilación de caña de azúcar, maíz o panela es el ""aguardiente"".",,"El **chicha** es la bebida alcohólica tradicional salvadoreña elaborada a partir de la fermentación de maíz, caña de azúcar o panela. También está el **pulque**, aunque es más típico de México. En El Salvador, el **ron** destilado de caña de azúcar es muy popular y tradicional.",,0.3292797803878784,0.6707202196121216,0.39652764797210693,0.6034723520278931,1.0
Bebidas de El Salvador,El Salvador,dish,FÁCIL,¿Qué forma parte de la gastronomía de El Salvador?,Bebidas de El Salvador,el salvador,el salvador_dish_FÁCIL,"La gastronomía de El Salvador incluye platos típicos como las pupusas, el yuca con chicharrón, el tamal de elote, el atol de elote y la sopa de gallina.",,"# Gastronomía de El Salvador

Algunos platos típicos que forman parte de la gastronomía salvadoreña son:

- **Pupusas** - tortillas rellenas de queso, frijoles y/o chicharrón
- **Tamales** - masa de maíz rellena de carne y verduras
- **Yuca frita** - raíz frita acompañada de curtido
- **Enchiladas** - tortillas enrolladas con relleno y salsa
- **Ceviche** - pescado crudo marinado en limón
- **Elote** - maíz cocido o asado
- **Frijoles refritos** - acompañamiento común

Las pupusas son el plato más emblemático de El Salvador.",,0.5280064344406128,0.4719935655593872,0.585735559463501,0.414264440536499,1.0
gallo en chicha,el salvador,dish,INTERMEDIA,¿Cuáles son algunos de los ingredientes que se utilizan para hacer gallo en chicha?,"gallo, chicha salvadoreña y panela",el salvador,el salvador_dish_INTERMEDIA,"Algunos de los ingredientes que se utilizan para hacer gallo en chicha son: maíz, agua, azúcar, canela, clavos de olor y, en ocasiones, frutas como piña o guanábana.",,"# Ingredientes para Gallo en Chicha

Los ingredientes principales son:

- **Gallo** (pollo o ave)
- **Chicha** (bebida fermentada de maíz)
- **Cebolla**
- **Ajo**
- **Tomate**
- **Cilantro**
- **Comino**
- **Sal y pimienta**
- **Aceite**
- A veces: **papas**, **choclo** o **maíz**

Es un plato tradicional de la cocina andina, especialmente popular en Perú y otros países de la región.",,0.3828059136867523,0.6171940863132477,0.47906479239463806,0.5209352076053619,1.0
Geophis fulvoguttatus,El Salvador,fauna,DIFÍCIL,¿Cuál es el hábitat natural de Geophis fulvoguttatus y qué amenaza enfrenta?,el bosque nublado; la pérdida de su hábitat natural,el salvador,el salvador_fauna_DIFÍCIL,El hábitat natural de Geophis fulvoguttatus son las zonas de bosque tropical y subtropical en México. Esta especie enfrenta amenazas como la pérdida de hábitat debido a la deforestación y la urbanización.,,"# Geophis fulvoguttatus

## Hábitat Natural
Esta serpiente vive en **bosques húmedos de montaña** de América Central, principalmente en:
- Zonas de bosque nuboso
- Elevaciones entre 1,200 y 2,500 metros
- Áreas con alta humedad y vegetación densa

## Amenazas Principales
1. **Pérdida de hábitat** - Deforestación y conversión de bosques a tierras agrícolas
2. **Fragmentación** - Aislamiento de poblaciones por destrucción del bosque
3. **Cambio climático** - Alteración de las condiciones de humedad y temperatura que requiere

Esta especie es vulnerable debido a su dependencia de bosques montañosos específicos y su distribución geográfica limitada.",,0.5723146796226501,0.42768532037734985,0.5885998010635376,0.4114001989364624,1.0
Bolitoglossa celaque,El Salvador,fauna,FÁCIL,¿Qué tipo de especie es Bolitoglossa celaque?,una especie de salamandra de la familia Plethodontidae,el salvador,el salvador_fauna_FÁCIL,Bolitoglossa celaque es una especie de salamandra.,,"Bolitoglossa celaque es una **salamandra**. Específicamente, es una especie de salamandra sin pulmones (familia Plethodontidae) endémica de Honduras, encontrada en las montañas de Celaque.",,0.7270357608795166,0.2729642391204834,0.71187424659729,0.28812575340270996,1.0
Tropidodipsas sartorii,El Salvador,fauna,INTERMEDIA,¿Dónde se encuentra nativa la culebra caracolera terrestre?,"En México neotropical, Belice, Guatemala, El Salvador, Honduras, Nicaragua y Costa Rica.",el salvador,el salvador_fauna_INTERMEDIA,"La culebra caracolera terrestre es nativa de América Central y del Sur, especialmente en países como Colombia, Ecuador y Perú.",,"# Culebra Caracolera Terrestre

La culebra caracolera terrestre (*Pareas carinatus*) es nativa de **Asia del Sureste**, particularmente en:

- **Tailandia**
- **Malasia**
- **Brunei**
- **Indonesia**

Habita en zonas boscosas y húmedas de estas regiones.",,0.6109282374382019,0.3890717625617981,0.366556316614151,0.633443683385849,1.0
ipomoea nil,el salvador,flora,DIFÍCIL,¿Cómo se conoce comúnmente a Ipomoea nil y qué tipo de planta es?,Comúnmente conocida como campanilla y es una planta trepadora.,el salvador,el salvador_flora_DIFÍCIL,"Ipomoea nil se conoce comúnmente como ""gloria de la mañana"" o ""morning glory"". Es una planta trepadora de la familia de las convolvuláceas.",,"# Ipomoea nil

**Nombre común:** Se conoce comúnmente como **gloria de la mañana** o **dondiego de día**.

**Tipo de planta:** Es una **planta trepadora anual** de la familia Convolvulaceae, caracterizada por:
- Flores vistosas que se abren por la mañana y se cierran al atardecer
- Tallos volubres (que se enrollan)
- Flores de diversos colores (azul, púrpura, rosa, blanco)
- Origen asiático, ampliamente cultivada como ornamental",,0.48507562279701233,0.5149243772029877,0.620818018913269,0.37918198108673096,1.0
adiantum andicola,el salvador,flora,FÁCIL,¿Qué tipo de especie es Adiantum andicola?,Especie de helechos en el género Adiantum.,el salvador,el salvador_flora_FÁCIL,Adiantum andicola es una especie de helecho perteneciente a la familia Pteridaceae.,,"Adiantum andicola es un **helecho**. Pertenece a la familia Pteridaceae y es una especie de helecho delicado, comúnmente conocido como ""culantrillo de los Andes"" o ""helecho culantrillo"". Se distribuye principalmente en regiones andinas de América del Sur.",,0.550153374671936,0.44984662532806396,0.6129923462867737,0.3870076537132263,1.0
Podocarpus oleifolius,El Salvador,flora,INTERMEDIA,¿Dónde se encuentra Podocarpus oleifolius?,"Se halla en Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, México, Panamá, Perú y Venezuela.",el salvador,el salvador_flora_INTERMEDIA,"Podocarpus oleifolius se encuentra en regiones montañosas de América del Sur, especialmente en los Andes de Colombia, Ecuador y Perú.",,"# Podocarpus oleifolius

**Podocarpus oleifolius** se encuentra en:

- **América del Sur**, principalmente en los Andes
- **Perú** y **Bolivia** (su distribución principal)
- Regiones montañosas de bosques nublados andinos
- Altitudes entre 2,000 y 3,500 metros aproximadamente

Es un árbol conífera nativo de las zonas montañosas tropicales de Sudamérica.",,0.6186695098876953,0.3813304901123047,0.44248706102371216,0.5575129389762878,1.0
Citalá,El Salvador,geography,DIFÍCIL,¿Qué significa el topónimo Citalá y de qué idioma proviene?,"Citalá proviene del idioma maya-Chortí Kujkaija que significa ""Donde abundan las estrellas"" o ""Río de estrellas"".",el salvador,el salvador_geography_DIFÍCIL,"El topónimo Citalá significa ""lugar de la culebra"" y proviene del idioma náhuatl.",,"# Citalá

**Significado:** ""Lugar de citas"" o ""Lugar donde se citan/reúnen""

**Origen:** Náhuatl (idioma de los aztecas)

Se compone de:
- **Cita** = cita, reunión
- **-tla** = sufijo locativo que significa ""lugar de""

Citalá es un municipio ubicado en El Salvador, en el departamento de Santa Ana.",,0.48667973279953003,0.51332026720047,0.43428143858909607,0.5657185614109039,1.0
Arambala,El Salvador,geography,FÁCIL,¿Qué tipo de lugar es Arambala?,"un distrito del municipio de Morazán Norte del departamento de Morazán, El Salvador.",el salvador,el salvador_geography_FÁCIL,"Arambala es un municipio y una localidad en El Salvador, ubicado en el departamento de Morazán. Es conocido por su entorno rural y su cultura local.",,"Arambala es un municipio ubicado en el departamento de Morazán, en El Salvador. Es una localidad rural de pequeño tamaño en la zona oriental del país.",,0.6406333446502686,0.35936665534973145,0.6114485263824463,0.3885514736175537,1.0
Nueva Esperanza (El Salvador),El Salvador,geography,INTERMEDIA,¿Dónde se ubica Nueva Esperanza?,"Nueva Esperanza se ubica en el municipio de Jiquilisco, en la zona del Bajo Lempa (Usulután, El Salvador).",el salvador,el salvador_geography_INTERMEDIA,"Nueva Esperanza puede referirse a varios lugares en diferentes países. Sin embargo, uno de los más conocidos está en Perú, en la región de Huánuco. Si te refieres a otro lugar específico, por favor proporciona más detalles.",,"No tengo suficiente contexto para responder con precisión. ""Nueva Esperanza"" es un nombre común para varios lugares en América Latina y otras regiones.

¿Podrías especificar:
- ¿En qué país?
- ¿En qué región o estado?
- ¿Qué tipo de lugar es (ciudad, pueblo, comunidad)?

Con más detalles podré darte la ubicación exacta.",,0.40416476130485535,0.5958352386951447,0.35509198904037476,0.6449080109596252,1.0
mataniño (gastronomía salvadoreña),el salvador,tradition,DIFÍCIL,¿Por qué el mataniño es considerado una opción económica y popular en El Salvador?,Su bajo costo —entre $0.50 y $1.00— lo convierte en una opción económica y popular para saciar el hambre rápidamente.,el salvador,el salvador_tradition_DIFÍCIL,"El mataniño es considerado una opción económica y popular en El Salvador debido a su bajo costo, fácil acceso y la tradición de su consumo en la gastronomía local. Además, es un alimento nutritivo y versátil que se utiliza en diversas preparaciones, lo que lo hace atractivo para muchas familias.",,"# Mataniño en El Salvador

El mataniño es popular y económico en El Salvador principalmente por:

1. **Bajo costo**: Es una bebida muy barata, accesible para la población de bajos ingresos.

2. **Ingredientes simples y locales**: Se prepara con frutas y hierbas disponibles localmente, lo que reduce costos.

3. **Tradición cultural**: Forma parte de la cultura salvadoreña, transmitida generacionalmente.

4. **Fácil preparación**: Se puede hacer en casa sin necesidad de equipos especiales.

5. **Propiedades medicinales**: Se le atribuyen beneficios para la salud (digestión, energía), lo que aumenta su demanda.

6. **Venta callejera**: Se vende en la calle a precios muy accesibles, siendo una opción rápida y económica para trabajadores y estudiantes.

Es una bebida que refleja la practicidad y economía de la vida cotidiana salvadoreña.",,0.47600576281547546,0.5239942371845245,0.3464471399784088,0.6535528600215912,1.0
