row_index,model,pais,Category,Difficulty,Question,Answer,response,score_embedding,judge_method,judge_raw,judge_prompt_version,judge_label,judge_stability,judge_consolidation
252,GPT,uruguay,tradition,DIFÍCIL,¿Qué se dice que los propietarios de los ingenios azucareros deben hacer para mantener el poder y dinero que les otorga El Familiar?,Los propietarios de los ingenios azucareros deben sacrificar anualmente a un obrero.,"Se dice que los propietarios de los ingenios azucareros deben mantener buenas relaciones con El Familiar, asegurando su lealtad y apoyo, así como cumplir con sus expectativas y demandas para conservar el poder y la riqueza que les proporciona.",0.3721124827861786,gpt,ALUCINACION,v2_fixed_system_prompt,parcial,False,mode_of_3_runs
253,GPT,uruguay,tradition,FÁCIL,¿Cuál es el nombre completo de Rafael Antognazza?,Pablo Rafael Antognazza Pérez,El nombre completo de Rafael Antognazza es Rafael Antonio Antognazza.,0.6628628969192505,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
254,GPT,uruguay,tradition,INTERMEDIA,¿En qué año se organizó por primera vez el Pilsen Rock?,octubre de 2003,El Pilsen Rock se organizó por primera vez en 1996.,0.1471237391233444,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
255,GPT,venezuela,dish,DIFÍCIL,¿Cuál es la relación entre el bienmesabe canario y la influencia de la gastronomía morisca?,"Bienmesabe es un postre popular en la cocina de las Islas Canarias, influenciado por la gastronomía morisca.","El bienmesabe canario es un postre que refleja la influencia de la gastronomía morisca en las Islas Canarias. Este dulce, que combina almendras, miel y huevo, tiene raíces en la tradición culinaria árabe, que valoraba el uso de frutos secos y endulzantes naturales. La herencia morisca se manifiesta en la técnica y los ingredientes, evidenciando la fusión cultural en la cocina canaria.",0.8107061386108398,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
256,GPT,venezuela,dish,FÁCIL,¿Qué es el amargo de Angostura?,un ingrediente muy apreciado en la elaboración como bíter en cócteles,"El amargo de Angostura es un tipo de bitter o extracto concentrado de hierbas, especias y otros ingredientes, utilizado principalmente como condimento en cócteles y bebidas. Se originó en Angostura, Venezuela, y es conocido por su sabor intenso y aromático. Se utiliza en pequeñas cantidades para realzar el sabor de las bebidas.",0.4459400177001953,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
257,GPT,venezuela,dish,INTERMEDIA,¿Qué tipo de alimentos puede incluir el antipasto?,especialidades más elaboradas del chef,"El antipasto puede incluir una variedad de alimentos como embutidos (jamón, salami), quesos, aceitunas, alcachofas, pimientos asados, mariscos, vegetales encurtidos y pan.",0.0487158857285976,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
258,GPT,venezuela,fauna,DIFÍCIL,¿Dónde habita Andersonoplatus laculata y qué características físicas presenta?,"Habita en Venezuela y es brillante con pelos ampliamente dispersos, de color negro, con patas y antenas amarillentas.","Andersonoplatus laculata es un pez que habita en aguas dulces de América del Sur, específicamente en la cuenca del río Amazonas. Presenta un cuerpo alargado y aplanado, con una coloración que varía entre tonos marrones y verdes, lo que le permite camuflarse en su entorno. Además, tiene aletas largas y una cabeza pequeña.",0.3102889358997345,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
259,GPT,venezuela,fauna,FÁCIL,¿Qué tipo de especie es Arremon phaeopleurus?,una especie de ave paseriforme de la familia Passerellidae,"Arremon phaeopleurus es una especie de ave, específicamente un pájaro cantor de la familia Emberizidae.",0.5835943222045898,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
260,GPT,venezuela,fauna,INTERMEDIA,¿Dónde se encuentra la ranita de Dana (Scinax danae)?,Habita en Venezuela y posiblemente en Guayana.,"La ranita de Dana (Scinax danae) se encuentra en Brasil, específicamente en la región de la Mata Atlántica.",0.4477267265319824,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
261,GPT,venezuela,geography,DIFÍCIL,¿Qué nombre le dio el obispo Mariano Martí a Caucagua en 1784 y qué refleja esta denominación?,Nuestra Señora del Valle de la Santa Cruz de Caucagua; refleja la influencia religiosa en la configuración urbana del periodo.,"El obispo Mariano Martí le dio el nombre de ""Caucagua"" en 1784, que refleja la influencia indígena y la conexión con la cultura local, ya que el término proviene de la lengua de los pueblos originarios de la región.",0.3737882375717163,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
262,GPT,venezuela,geography,FÁCIL,¿Qué es la Quebrada El Ávila?,Es un pequeño curso de agua de la ciudad de Caracas.,"La Quebrada El Ávila es un área natural ubicada en el Parque Nacional El Ávila, en Venezuela. Es conocida por su belleza escénica, senderos para el senderismo y su biodiversidad. Además, ofrece vistas panorámicas de la ciudad de Caracas y el mar Caribe.",0.5485880374908447,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
263,GPT,venezuela,geography,INTERMEDIA,¿En qué estado de Venezuela se encuentra Santa María de Tiznados?,En el estado Guárico.,"Santa María de Tiznados se encuentra en el estado Guárico, Venezuela.",0.5457376837730408,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
264,GPT,venezuela,object,DIFÍCIL,¿Qué papel interpretó Kimberly Dos Ramos en la telenovela La Trepadora y en qué año comenzó su carrera actoral?,Eugenia Alcoy Del Casal; 2003,"Kimberly Dos Ramos interpretó el papel de ""María"" en la telenovela ""La Trepadora"". Comenzó su carrera actoral en 2003.",0.2089850902557373,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
265,GPT,venezuela,object,FÁCIL,¿Quién es Yoletti Cabrera?,una actriz y modelo venezolana,"Yoletti Cabrera es una destacada artista y cantante cubana, conocida por su trabajo en la música y su participación en diversos proyectos culturales.",0.502568781375885,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
266,GPT,venezuela,object,INTERMEDIA,¿En qué serie es conocido Argenis Rea por su actuación?,La Banda,"Argenis Rea es conocido por su actuación en la serie ""El Señor de los Cielos"".",0.1163511499762535,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
267,GPT,venezuela,tradition,DIFÍCIL,¿Cuántas cuerdas posee el bandolín tachirense y cómo están distribuidas?,14 cuerdas distribuidas en 5 órdenes,"El bandolín tachirense posee ocho cuerdas, distribuidas en cuatro pares. Cada par está afinado al unísono.",0.5504873991012573,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
268,GPT,venezuela,tradition,FÁCIL,¿Cuál es el nombre completo de Armando Molero?,Armando Segundo Molero,"Lo siento, no tengo información sobre una persona llamada Armando Molero.",0.4086664319038391,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
269,GPT,venezuela,tradition,INTERMEDIA,¿En qué año nació Scarlett Linares?,1969,No tengo información sobre una persona llamada Scarlett Linares.,0.0897110924124717,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
0,Claude,argentina,dish,DIFÍCIL,¿Qué características posee la Dorada Pampeana que balancean el dulzor de las maltas?,un cuerpo liviano y un sutil amargor,"# Dorada Pampeana

Las características que balancean el dulzor de las maltas son:

1. **Amargor del lúpulo** - Proporciona un contrapeso amargo que equilibra la dulzura maltosa

2. **Cuerpo medio** - Ofrece una estructura que evita que la cerveza sea excesivamente dulce

3. **Perfil de fermentación** - La levadura utilizada genera un perfil seco que reduce la percepción de dulzor residual

4. **Notas herbales y florales** - Aportadas por el lúpulo, que añaden complejidad y sequedad

Este balance es característico de las cervezas tipo Dorada/Blonde Ale, buscando una bebida refrescante sin ser empalagosa.",0.3546531200408935,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
1,Claude,argentina,dish,FÁCIL,¿Dónde nació Antonio Gonzaga?,Corrientes,"No tengo información específica sobre dónde nació Antonio Gonzaga. Este nombre es bastante común en países hispanohablantes y portugueses, por lo que podría referirse a varias personas diferentes (históricos, artistas, deportistas, etc.). 

¿Podrías proporcionar más contexto sobre cuál Antonio Gonzaga te interesa?",0.0413275212049484,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
2,Claude,argentina,dish,INTERMEDIA,¿De qué ingredientes está hecho el Bamiyeh?,yogur y una masa a base de almidón,"# Bamiyeh

El Bamiyeh es un postre árabe hecho con los siguientes ingredientes principales:

- **Okra (quingombó)** - la verdura principal
- **Miel** - para endulzar
- **Aceite** - para freír
- **Harina** - para rebozar
- **Agua** - para la masa
- **Sal** - para sazonar

Opcionalmente se le añaden **pistachos** o **almendras** como relleno.

Se prepara friendo las okras rebozadas en una masa ligera y luego se sirven bañadas en almíbar de miel.",0.518885612487793,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
3,Claude,argentina,fauna,DIFÍCIL,¿Qué características distintivas tiene el pelaje de Abrothrix lanosus y en qué tipo de hábitat se encuentra?,refiere a largo del pelaje; es endémico de los bosques fríos del extremo austral de Sudamérica,"# Abrothrix lanosus

## Características del pelaje
- **Textura lanuda y densa** (de ahí su nombre ""lanosus"")
- **Color**: Dorso gris-marrón oscuro, vientre más claro
- **Pelaje largo y suave**, adaptado a climas fríos

## Hábitat
- **Ubicación geográfica**: Sur de Chile y Argentina (Patagonia)
- **Tipo de ambiente**: 
  - Bosques templados y subantárticos
  - Zonas montañosas
  - Áreas con vegetación densa
  - Regiones húmedas y frías

Este roedor pequeño está bien adaptado a los ambientes fríos y húmedos de la Patagonia, donde su pelaje lanudo le proporciona aislamiento térmico efectivo.",0.3532894551753998,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
4,Claude,argentina,fauna,FÁCIL,¿Qué tipo de especie es Trachemys dorbigni?,Es una especie de tortuga.,"**Trachemys dorbigni** es una **tortuga acuática** de la familia Emydidae. Es una especie de tortuga de agua dulce originaria de América del Sur, específicamente de Brasil y Uruguay. Se conoce comúnmente como tortuga de orejas rojas del sur o tortuga de Dorbigny.",0.706667959690094,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
5,Claude,argentina,fauna,INTERMEDIA,¿Dónde se encuentra Lysapsus limellum?,"en el centro del Brasil en los estados de Mato Grosso y Rondônia; en el Paraguay; en Bolivia en los departamentos del Beni, Cochabamba, La Paz, Santa Cruz, y Pando; en Argentina en las provincias de Buenos Aires, Corrientes, Chaco, Entre Ríos, Formosa, Santa Fe y Santiago del Estero; y en el Uruguay en las Termas del Arapey en Salto y en el departamento de Artigas.","No tengo información específica sobre ""Lysapsus limellum"" en mis conocimientos. 

¿Podrías proporcionar más contexto? Por ejemplo:
- ¿Es una especie biológica (animal, planta, hongo)?
- ¿En qué región o país crees que se encuentra?
- ¿De dónde obtuviste este nombre?

Con más detalles podría ayudarte mejor.",0.1625159680843353,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
6,Claude,argentina,flora,DIFÍCIL,¿Qué características distintivas tiene Alstroemeria apertiflora y en qué bioma crece principalmente?,es un geófito tuberoso y crece principalmente en el bioma subtropical,"# Alstroemeria apertiflora

## Características distintivas:
- **Flores abiertas**: Pétalos ampliamente extendidos (de ahí su nombre ""apertiflora"")
- **Colores vibrantes**: Generalmente flores amarillas, naranjas o rojas con marcas contrastantes
- **Hojas lanceoladas**: Estrechas y alargadas
- **Tallos herbáceos**: Crecimiento erecto
- **Flores en racimos**: Agrupadas en inflorescencias

## Bioma principal:
Crece principalmente en **bosques templados y matorrales de Sudamérica**, específicamente en regiones de **Chile y Argentina**. Prefiere ambientes con:
- Climas templados
- Suelos bien drenados
- Zonas de transición entre bosques y praderas

Esta especie es característica de la flora austral sudamericana y se cultiva ampliamente como planta ornamental en jardines de todo el mundo.",0.2438028901815414,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
7,Claude,argentina,flora,FÁCIL,¿Qué tipo de planta es Tillandsia peiranoi?,Es una especie de planta epífita.,"Tillandsia peiranoi es una **planta epífita** de la familia Bromeliaceae, comúnmente conocida como ""planta del aire"". 

Se caracteriza por no necesitar tierra para crecer, ya que en su hábitat natural vive adherida a árboles, obteniendo agua y nutrientes del aire y la lluvia a través de sus hojas especializadas.",0.5532124042510986,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
8,Claude,argentina,flora,INTERMEDIA,¿Dónde es endémica Echinopsis thelegona?,noroeste de Argentina,"Echinopsis thelegona es endémica de **Argentina**, específicamente de la región noroeste del país, en las provincias de Catamarca y La Rioja.",0.4898775517940521,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
9,Claude,argentina,geography,DIFÍCIL,¿Qué características geográficas y oceanográficas tiene la bahía Relegada?,tiene una profundidad de alrededor de 3000 metros y una superficie total de 158 ha,"No tengo información sobre una ""bahía Relegada"" en mis conocimientos geográficos. 

Es posible que:
- El nombre esté escrito de forma diferente
- Sea una bahía poco conocida o local
- Haya un error en la denominación

¿Podrías proporcionar más contexto, como el país o región donde se encuentra, o verificar el nombre? Así podré ayudarte mejor.",0.1932152509689331,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
10,Claude,argentina,geography,FÁCIL,¿Qué fue el corregimiento de Aconcagua?,Una división territorial del Imperio español dentro de la Capitanía General de Chile.,"# Corregimiento de Aconcagua

El corregimiento de Aconcagua fue una división administrativa colonial en Chile, establecida durante el período de dominio español. 

**Características principales:**

- **Ubicación**: En la zona central de Chile, en la región que hoy corresponde a Valparaíso y Aconcagua
- **Período**: Existió desde el siglo XVI hasta el siglo XVIII
- **Función**: Era una unidad territorial gobernada por un corregidor (autoridad designada por la Corona española)
- **Importancia**: Fue una de las principales divisiones administrativas del Reino de Chile colonial

El corregimiento incluía territorios agrícolas y mineros, y su capital fue la ciudad de Los Andes. Esta división administrativa fue parte del sistema de gobierno español en América Latina durante la colonia.",0.7322659492492676,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
